,id,culture,continent
70,0.1.2.5.10.14.22.24.36.43.70,,
71,0.4.6.32.52.Zimbabwe,,AF
72,0.4.6.32.52.South Africa,Islamic,AF
73,0.1.2.3.8.21.Vietnam,SouthAsia,AS
74,0.1.9.13.23.Venezuela,LatinAmerica,SA
75,0.1.9.13.23.33.61.Uruguay,LatinAmerica,SA
76,0.1.2.5.7.15.40.51.69.United States,English,NA
77,0.4.6.32.46.55.Uganda,,AF
78,0.4.11.20.45.58.Ukraine,Orthodox,EU
79,0.4.6.32.46.55.Tanzania,,AF
80,0.1.2.3.8.21.Taiwan,Confucian,AS
81,0.4.11.19.30.Turkey,Islamic,AS
82,0.1.2.5.10.14.22.24.36.43.70.Slovakia,Catholic,EU
83,0.1.2.5.10.14.22.50.Slovenia,Catholic,EU
84,0.1.2.5.7.16.26.56.59.Sweden,Protestant,EU
85,0.4.11.20.35.68.Russian Federation,Orthodox,EU
86,0.1.2.5.10.14.22.24.38.Romania,Orthodox,EU
87,0.1.9.13.44.Portugal,Catholic,EU
88,0.1.9.Puerto Rico,LatinAmerica,NA
89,0.1.2.5.10.14.22.24.36.Poland,Catholic,EU
90,0.4.6.18.25.Philippines,LatinAmerica,AS
91,0.1.9.13.23.33.39.49.53.Peru,LatinAmerica,SA
92,0.1.2.5.7.15.40.51.66.New Zealand,English,OC
93,0.1.2.5.7.16.26.56.59.Norway,Protestant,EU
94,0.1.2.5.7.16.27.34.48.57.Netherlands,Protestant,EU
95,0.4.6.32.46.Nigeria,,AF
96,0.1.9.13.23.33.39.49.53.Mexico,LatinAmerica,NA
97,0.1.2.5.10.17.28.Malta,Catholic,EU
98,0.1.2.5.10.17.41.Macedonia,Orthodox,EU
99,0.4.11.20.45.58.Moldova,Orthodox,EU
100,0.1.2.3.12.54.Morocco,Islamic,AF
101,0.1.2.5.7.16.26.47.64.Latvia,Baltic,EU
102,0.1.2.5.7.16.27.34.48.Luxembourg,Catholic,EU
103,0.1.2.5.10.14.Lithuania,Baltic,EU
104,0.1.2.3.8.South Korea,Confucian,AS
105,0.4.11.20.45.Kyrgyzstan,,AS
106,0.4.11.20.35.Japan,Confucian,AS
107,0.1.2.3.12.29.Jordan,Islamic,AS
108,0.1.2.5.7.16.27.37.Italy,Catholic,EU
109,0.1.2.5.7.15.Iceland,Protestant,EU
110,0.4.6.18.31.India,SouthAsia,AS
111,0.1.2.5.7.15.40.62.Ireland,English,EU
112,0.4.6.18.25.Indonesia,Islamic,AS
113,0.1.2.5.10.14.22.24.36.43.Hungary,Catholic,EU
114,0.1.2.5.10.14.22.50.Croatia,Catholic,EU
115,0.1.9.13.23.33.39.Guatemala,LatinAmerica,NA
116,0.1.2.5.10.17.28.60.Greece,Orthodox,EU
117,0.4.11.19.42.Georgia,Orthodox,AS
118,0.1.2.5.7.15.40.62.United Kingdom,English,EU
119,0.1.2.5.7.16.27.34.48.57.65.France,Catholic,EU
120,0.1.2.5.7.16.26.47.Finland,Protestant,EU
121,0.1.2.5.7.16.27.37.Spain,Catholic,EU
122,0.1.2.3.12.29.Egypt,Islamic,AF
123,0.1.2.5.7.16.26.47.64.Estonia,Baltic,EU
124,0.1.2.3.12.54.Algeria,Islamic,AF
125,0.1.2.5.7.16.26.56.Denmark,Protestant,EU
126,0.1.2.5.7.16.27.34.63.67.Germany,Protestant,EU
127,0.1.2.5.10.14.22.24.36.43.70.Czech Republic,Catholic,EU
128,0.1.2.5.10.17.28.60.Cyprus,Orthodox,EU
129,0.1.9.13.23.33.39.49.Chile,LatinAmerica,SA
130,0.1.2.5.7.16.27.34.63.Switzerland,Protestant,EU
131,0.1.2.5.7.15.40.51.69.Canada,English,NA
132,0.4.11.20.35.68.Belarus,Orthodox,EU
133,0.1.9.13.44.Brazil,LatinAmerica,SA
134,0.1.2.5.10.14.22.24.38.Bulgaria,Orthodox,EU
135,0.1.2.5.7.16.27.34.48.57.65.Belgium,Catholic,EU
136,0.4.6.18.31.Bangladesh,Islamic,AS
137,0.4.11.19.30.Azerbaijan,Islamic,AS
138,0.1.2.5.7.15.40.51.66.Australia,English,OC
139,0.1.2.5.7.16.27.34.63.67.Austria,Catholic,EU
140,0.1.9.13.23.33.61.Argentina,LatinAmerica,SA
141,0.4.11.19.42.Armenia,Orthodox,AS
142,0.1.2.5.10.17.41.Albania,Orthodox,EU
